codigo_manzana,total_pob,cuenta_1,cuenta_2,cuenta_3,cuenta_4,cuenta_5,cuenta_6,cuenta_7,cuenta_8,cuenta_9,cuenta_10,cuenta_11,cuenta_12,cuenta_13,cuenta_14,cuenta_15,cuenta_16,cuenta_17,cuenta_18,cuenta_19,cuenta_20,cuenta_21,cantidad_casas,educacion_mas_alta,estrato,porcentaje_internet,porcentaje_luz
5000110000000000000000,2991,227.0,125.0,147.0,293.0,515.0,455.0,322.0,251.0,171.0,150.0,78.0,72.0,47.0,38.0,27.0,29.0,17.0,17.0,8.0,2.0,,199,3.0,,,
5000110000000001010103,22,3.0,1.0,5.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,9,4.0,2.3,0.44,0.44
5000110000000001010104,157,12.0,13.0,9.0,11.0,14.0,10.0,17.0,14.0,11.0,4.0,10.0,13.0,6.0,5.0,4.0,2.0,2.0,,,,,54,5.0,2.2,0.54,0.94
5000110000000001010106,113,3.0,4.0,8.0,12.0,11.0,11.0,9.0,6.0,7.0,4.0,14.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,54,5.0,2.7,0.41,0.85
5000110000000001010107,157,11.0,11.0,17.0,9.0,13.0,11.0,21.0,16.0,9.0,7.0,6.0,4.0,5.0,9.0,4.0,1.0,2.0,,1.0,,,55,5.0,2.8,0.56,0.93
5000110000000001010108,212,14.0,10.0,12.0,13.0,28.0,20.0,19.0,11.0,6.0,17.0,18.0,10.0,9.0,10.0,5.0,2.0,4.0,4.0,,,,82,5.0,2.5,0.66,0.88
5000110000000001010109,137,8.0,10.0,8.0,10.0,11.0,13.0,12.0,5.0,13.0,10.0,10.0,7.0,3.0,2.0,4.0,4.0,4.0,3.0,,,,51,4.0,2.5,0.41,0.94
5000110000000001010110,133,7.0,10.0,7.0,6.0,17.0,10.0,9.0,9.0,7.0,7.0,11.0,6.0,7.0,6.0,8.0,3.0,2.0,1.0,,,,50,5.0,2.7,0.54,0.96
5000110000000001010111,148,8.0,7.0,14.0,6.0,11.0,13.0,17.0,7.0,9.0,11.0,12.0,10.0,1.0,6.0,6.0,8.0,1.0,,1.0,,,65,4.0,2.6,0.46,0.91
5000110000000001010113,216,15.0,11.0,14.0,13.0,28.0,21.0,10.0,18.0,12.0,12.0,14.0,11.0,12.0,4.0,9.0,4.0,3.0,3.0,2.0,,,77,5.0,2.2,0.57,0.88
5000110000000001010114,246,17.0,17.0,11.0,17.0,23.0,28.0,19.0,13.0,16.0,13.0,15.0,19.0,19.0,8.0,5.0,3.0,2.0,1.0,,,,97,5.0,2.8,0.48,0.81
5000110000000001010119,106,2.0,7.0,7.0,11.0,5.0,6.0,7.0,11.0,6.0,6.0,6.0,11.0,5.0,9.0,4.0,,,3.0,,,,38,4.0,3.0,0.58,0.92
5000110000000001010120,116,5.0,8.0,8.0,10.0,8.0,4.0,8.0,11.0,10.0,9.0,6.0,11.0,9.0,5.0,1.0,,3.0,,,,,46,5.0,2.8,0.43,0.83
5000110000000001010122,15,,1.0,,6.0,2.0,,1.0,2.0,,2.0,,1.0,,,,,,,,,,4,3.0,2.0,0.25,0.75
5000110000000001010123,65,6.0,3.0,10.0,3.0,5.0,2.0,10.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,,,,,,23,4.0,2.0,0.57,1.0
5000110000000001010124,56,3.0,1.0,4.0,12.0,3.0,,3.0,3.0,11.0,2.0,3.0,2.0,2.0,1.0,4.0,,,1.0,1.0,,,18,4.0,1.9,0.5,0.89
5000110000000001010125,74,1.0,2.0,5.0,11.0,6.0,4.0,1.0,8.0,7.0,4.0,3.0,6.0,4.0,5.0,3.0,2.0,1.0,1.0,,,,29,4.0,2.0,0.41,0.9
5000110000000001010126,94,7.0,6.0,7.0,4.0,10.0,7.0,7.0,8.0,5.0,5.0,4.0,6.0,7.0,4.0,4.0,2.0,1.0,,,,,41,5.0,2.7,0.59,1.0
5000110000000001010127,32,3.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,,,1.0,,1.0,,,1.0,,,,11,5.0,1.1,0.64,0.82
5000110000000001010129,42,1.0,4.0,5.0,5.0,,3.0,3.0,6.0,3.0,3.0,3.0,1.0,,3.0,1.0,,1.0,,,,,14,4.0,1.9,0.57,1.0
5000110000000001010130,34,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,,3.0,,1.0,2.0,1.0,,,,,,7,5.0,2.0,0.29,1.0
5000110000000001010132,106,5.0,4.0,4.0,10.0,16.0,10.0,4.0,6.0,5.0,8.0,11.0,4.0,6.0,3.0,2.0,4.0,2.0,,2.0,,,35,5.0,1.8,0.6,0.94
5000110000000001010203,54,1.0,2.0,4.0,6.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,,,4.0,,,,,,23,4.0,2.0,0.48,0.87
5000110000000001010204,113,9.0,8.0,9.0,9.0,9.0,14.0,11.0,6.0,8.0,5.0,6.0,3.0,4.0,5.0,3.0,2.0,1.0,,1.0,,,41,4.0,1.5,0.63,0.85
5000110000000001010206,72,4.0,2.0,8.0,6.0,13.0,10.0,1.0,4.0,6.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,,,,,,29,4.0,2.0,0.45,0.93
5000110000000001010207,43,5.0,2.0,2.0,2.0,2.0,9.0,6.0,4.0,4.0,2.0,,2.0,2.0,1.0,,,,,,,,24,6.0,2.5,0.42,0.92
5000110000000001010208,64,5.0,5.0,4.0,3.0,6.0,3.0,8.0,1.0,5.0,5.0,4.0,1.0,6.0,3.0,2.0,1.0,,2.0,,,,26,6.0,3.7,0.69,0.85
5000110000000001010209,68,2.0,6.0,2.0,3.0,4.0,10.0,4.0,7.0,4.0,2.0,8.0,4.0,7.0,3.0,2.0,,,,,,,34,6.0,3.8,0.65,0.79
5000110000000001010217,174,9.0,16.0,14.0,9.0,12.0,12.0,14.0,21.0,11.0,10.0,12.0,7.0,6.0,9.0,5.0,2.0,5.0,,,,,74,5.0,2.9,0.57,0.86
5000110000000001010218,121,1.0,5.0,8.0,10.0,17.0,16.0,10.0,4.0,5.0,8.0,5.0,7.0,8.0,8.0,2.0,3.0,1.0,3.0,,,,59,5.0,3.0,0.53,0.8
5000110000000001010219,184,8.0,6.0,7.0,13.0,20.0,17.0,17.0,11.0,11.0,9.0,17.0,10.0,18.0,4.0,5.0,4.0,3.0,4.0,,,,71,6.0,3.3,0.66,0.89
5000110000000001010220,35,2.0,1.0,4.0,4.0,3.0,,2.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,14,6.0,2.9,0.5,0.71
5000110000000001010221,368,20.0,27.0,27.0,26.0,30.0,24.0,24.0,25.0,26.0,35.0,23.0,26.0,21.0,14.0,9.0,5.0,4.0,1.0,,1.0,,152,6.0,3.8,0.67,0.83
5000110000000001010222,41,7.0,1.0,3.0,3.0,6.0,6.0,1.0,3.0,4.0,3.0,1.0,2.0,,,1.0,,,,,,,14,3.0,1.9,0.36,1.0
5000110000000001010224,46,3.0,,7.0,1.0,9.0,4.0,,3.0,2.0,3.0,1.0,5.0,2.0,4.0,,,2.0,,,,,16,4.0,1.9,0.44,0.69
5000110000000001010307,100,5.0,11.0,7.0,7.0,5.0,17.0,12.0,5.0,6.0,3.0,6.0,4.0,2.0,3.0,,2.0,3.0,1.0,,1.0,,34,4.0,2.2,0.47,0.97
5000110000000001010309,70,3.0,3.0,8.0,4.0,5.0,8.0,7.0,2.0,5.0,6.0,1.0,4.0,3.0,5.0,3.0,2.0,,,1.0,,,31,4.0,2.1,0.48,0.71
5000110000000001010310,39,3.0,4.0,8.0,1.0,1.0,4.0,2.0,7.0,3.0,4.0,1.0,,,,,,,1.0,,,,11,4.0,1.9,0.55,0.73
5000110000000001010311,83,7.0,5.0,3.0,4.0,6.0,13.0,7.0,7.0,5.0,6.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,,,,,33,3.0,1.7,0.15,0.91
5000110000000001010313,50,4.0,4.0,4.0,5.0,6.0,1.0,3.0,6.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,,,,,,25,4.0,2.1,0.36,0.64
5000110000000001010315,14,2.0,4.0,,1.0,,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,5,3.0,1.0,,0.8
5000110000000001010316,73,6.0,6.0,9.0,6.0,5.0,2.0,7.0,4.0,10.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,,36,4.0,1.2,0.25,0.61
5000110000000001010317,41,3.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,1.0,2.0,,1.0,5.0,1.0,,2.0,,,,1.0,,19,4.0,1.8,0.37,0.58
5000110000000001010318,23,3.0,4.0,3.0,,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,14,5.0,1.8,0.36,0.43
5000110000000001010319,82,4.0,10.0,7.0,5.0,10.0,8.0,2.0,5.0,7.0,9.0,7.0,3.0,,1.0,2.0,1.0,1.0,,,,,30,3.0,2.0,0.43,0.93
5000110000000001010320,191,18.0,15.0,21.0,15.0,12.0,20.0,18.0,16.0,8.0,6.0,17.0,6.0,5.0,7.0,3.0,3.0,,1.0,,,,65,4.0,1.6,0.35,0.8
5000110000000001010321,64,7.0,7.0,6.0,5.0,2.0,8.0,9.0,7.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,,22,3.0,1.1,0.36,0.91
5000110000000001010322,26,2.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,3.0,,,1.0,,,,,,,7,2.0,2.0,,1.0
5000110000000001010323,90,12.0,6.0,11.0,7.0,6.0,8.0,12.0,5.0,5.0,7.0,4.0,4.0,,2.0,,1.0,,,,,,32,4.0,2.0,0.44,0.72
5000110000000001010324,50,3.0,3.0,6.0,8.0,4.0,4.0,2.0,5.0,8.0,4.0,2.0,,,,1.0,,,,,,,26,5.0,1.7,0.35,0.58
5000110000000001010325,32,2.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,,,2.0,,1.0,,,,,,,16,5.0,1.8,0.44,0.5
5000110000000001010326,17,,2.0,1.0,2.0,2.0,3.0,,,2.0,,3.0,1.0,,,,1.0,,,,,,7,4.0,1.3,0.14,0.57
5000110000000001010327,28,1.0,4.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,,,,3.0,,,,,,,12,4.0,1.9,0.42,0.58
5000110000000001010403,67,5.0,3.0,3.0,4.0,10.0,3.0,3.0,7.0,4.0,2.0,2.0,11.0,4.0,2.0,3.0,1.0,,,,,,24,4.0,1.9,0.5,0.83
5000110000000001010404,110,6.0,5.0,14.0,8.0,12.0,13.0,5.0,6.0,11.0,4.0,5.0,7.0,3.0,3.0,2.0,2.0,4.0,,,,,44,4.0,2.0,0.48,0.7
5000110000000001010405,124,8.0,10.0,9.0,10.0,8.0,12.0,11.0,8.0,8.0,9.0,7.0,7.0,8.0,3.0,2.0,2.0,1.0,,,,1.0,44,4.0,1.8,0.48,0.84
5000110000000001010406,111,6.0,8.0,3.0,10.0,14.0,11.0,6.0,7.0,9.0,11.0,4.0,7.0,3.0,3.0,2.0,4.0,2.0,1.0,,,,45,4.0,2.1,0.58,0.73
5000110000000001010407,98,11.0,5.0,3.0,7.0,10.0,14.0,7.0,3.0,5.0,2.0,5.0,9.0,9.0,2.0,2.0,1.0,2.0,1.0,,,,43,4.0,2.0,0.37,0.74
5000110000000001010409,91,3.0,6.0,7.0,10.0,9.0,3.0,6.0,10.0,11.0,3.0,2.0,4.0,3.0,7.0,3.0,4.0,,,,,,34,3.0,2.0,0.44,0.82
5000110000000001010410,166,11.0,11.0,10.0,13.0,13.0,15.0,17.0,10.0,8.0,8.0,16.0,9.0,7.0,6.0,4.0,3.0,3.0,2.0,,,,58,4.0,2.4,0.66,0.98
5000110000000001010414,173,6.0,14.0,10.0,14.0,13.0,21.0,11.0,12.0,8.0,18.0,12.0,10.0,4.0,7.0,6.0,3.0,2.0,2.0,,,,60,4.0,1.9,0.33,0.97
5000110000000001010501,74,4.0,5.0,5.0,4.0,8.0,6.0,5.0,5.0,4.0,3.0,2.0,5.0,7.0,2.0,3.0,4.0,1.0,1.0,,,,29,4.0,2.0,0.38,0.79
5000110000000001010503,136,8.0,9.0,3.0,6.0,5.0,13.0,12.0,6.0,18.0,3.0,6.0,12.0,12.0,8.0,6.0,3.0,3.0,3.0,,,,76,6.0,3.8,0.59,0.72
5000110000000001010508,41,1.0,1.0,3.0,2.0,4.0,6.0,3.0,5.0,4.0,,3.0,1.0,2.0,3.0,1.0,2.0,,,,,,17,6.0,3.9,0.47,0.88
5000110000000001010510,72,1.0,1.0,4.0,5.0,6.0,3.0,3.0,3.0,8.0,4.0,4.0,4.0,4.0,3.0,7.0,7.0,3.0,2.0,,,,29,5.0,3.0,0.55,0.9
5000110000000001010512,78,4.0,2.0,7.0,5.0,9.0,3.0,5.0,9.0,4.0,4.0,1.0,6.0,4.0,4.0,8.0,1.0,2.0,,,,,33,5.0,3.3,0.61,0.76
5000110000000001010513,132,9.0,9.0,15.0,12.0,10.0,10.0,6.0,13.0,12.0,7.0,9.0,4.0,8.0,3.0,2.0,1.0,1.0,,,1.0,,47,5.0,3.1,0.66,0.94
5000110000000001010514,21,2.0,3.0,2.0,,1.0,2.0,3.0,,,1.0,,3.0,3.0,,,,,1.0,,,,8,4.0,3.0,0.75,0.88
5000110000000001010516,128,5.0,8.0,6.0,9.0,11.0,16.0,8.0,10.0,8.0,7.0,8.0,7.0,6.0,3.0,8.0,7.0,,,1.0,,,48,5.0,2.9,0.6,0.88
5000110000000001010518,558,33.0,43.0,36.0,45.0,37.0,26.0,42.0,55.0,53.0,42.0,45.0,38.0,20.0,19.0,6.0,6.0,4.0,5.0,2.0,1.0,,293,6.0,4.1,0.6,0.69
5000110000000001010519,47,,2.0,3.0,7.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,1.0,2.0,2.0,,,,,,,17,6.0,4.1,0.76,0.94
5000110000000001010521,52,4.0,5.0,6.0,2.0,5.0,5.0,2.0,9.0,3.0,3.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,16,4.0,3.1,0.5,0.94
5000110000000001010524,35,1.0,2.0,5.0,3.0,,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,11,5.0,3.6,0.55,0.91
5000110000000001010526,78,3.0,6.0,3.0,8.0,8.0,3.0,7.0,7.0,7.0,7.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,,,,,39,6.0,4.0,0.59,0.67
5000110000000001010527,94,5.0,3.0,2.0,7.0,13.0,9.0,10.0,8.0,4.0,2.0,8.0,7.0,8.0,3.0,1.0,3.0,,1.0,,,,49,5.0,3.0,0.45,0.82
5000110000000001010601,123,5.0,4.0,7.0,11.0,10.0,8.0,5.0,7.0,8.0,14.0,11.0,7.0,8.0,2.0,3.0,10.0,3.0,,,,,63,4.0,2.2,0.33,0.65
5000110000000001010603,335,18.0,19.0,24.0,26.0,39.0,24.0,20.0,28.0,25.0,20.0,25.0,22.0,21.0,10.0,5.0,4.0,1.0,3.0,1.0,,,151,6.0,3.8,0.73,0.81
5000110000000001010604,81,3.0,4.0,5.0,2.0,6.0,5.0,7.0,4.0,12.0,3.0,1.0,15.0,2.0,2.0,4.0,2.0,3.0,1.0,,,,35,6.0,3.2,0.77,0.94
5000110000000001010605,54,1.0,1.0,4.0,7.0,8.0,3.0,4.0,1.0,6.0,4.0,4.0,4.0,3.0,3.0,,,1.0,,,,,22,6.0,3.8,0.73,0.68
5000110000000001010606,61,2.0,4.0,2.0,2.0,4.0,4.0,9.0,4.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,1.0,,,,,,29,6.0,3.0,0.66,0.97
5000110000000001010607,51,,4.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,8.0,,2.0,,1.0,,,22,6.0,3.0,0.59,0.91
5000110000000001010608,67,2.0,3.0,8.0,3.0,3.0,5.0,3.0,6.0,4.0,3.0,9.0,6.0,2.0,2.0,5.0,2.0,1.0,,,,,25,6.0,3.1,0.84,0.88
5000110000000001010610,35,3.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,,2.0,3.0,2.0,2.0,,,1.0,,1.0,,,,15,4.0,1.6,0.4,0.67
5000110000000001010611,87,3.0,6.0,12.0,8.0,6.0,4.0,6.0,4.0,12.0,4.0,6.0,8.0,2.0,4.0,2.0,,,,,,,32,6.0,3.6,0.84,0.97
5000110000000001010612,67,2.0,7.0,2.0,5.0,6.0,6.0,3.0,6.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,,,,27,6.0,3.5,0.63,0.85
5000110000000001010613,50,2.0,2.0,2.0,2.0,6.0,6.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,,,,,,24,6.0,3.7,0.79,0.92
5000110000000001010614,30,3.0,1.0,5.0,1.0,4.0,6.0,2.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,11,3.0,1.0,0.36,0.82
5000110000000001010615,23,1.0,3.0,1.0,1.0,3.0,,2.0,2.0,4.0,2.0,1.0,1.0,,2.0,,,,,,,,21,7.0,3.3,0.48,0.52
5000110000000001010616,11,,2.0,,,,1.0,,,3.0,1.0,,,2.0,,1.0,,1.0,,,,,17,5.0,3.5,0.12,0.24
5000110000000001010618,31,5.0,3.0,1.0,,2.0,4.0,5.0,2.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,,,,,11,4.0,2.1,0.55,0.91
5000110000000001010619,118,7.0,12.0,12.0,5.0,7.0,11.0,9.0,11.0,11.0,7.0,3.0,3.0,6.0,5.0,6.0,2.0,1.0,,,,,38,4.0,2.3,0.61,0.92
5000110000000001010621,157,13.0,12.0,14.0,14.0,15.0,17.0,15.0,10.0,13.0,12.0,6.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,57,4.0,1.1,0.39,0.77
5000110000000001010701,58,4.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,,,,,31,6.0,3.9,0.61,0.65
5000110000000001010702,71,,4.0,8.0,7.0,5.0,4.0,3.0,8.0,5.0,9.0,5.0,,4.0,6.0,2.0,1.0,,,,,,28,5.0,3.2,0.68,0.75
5000110000000001010703,76,4.0,1.0,8.0,3.0,3.0,6.0,4.0,2.0,5.0,5.0,10.0,7.0,4.0,3.0,2.0,5.0,3.0,,1.0,,,30,5.0,3.2,0.77,0.83
5000110000000001010704,14,,1.0,1.0,,,,1.0,3.0,1.0,,,1.0,1.0,3.0,1.0,1.0,,,,,,9,5.0,3.0,0.56,0.56
5000110000000001010706,23,3.0,2.0,1.0,1.0,2.0,3.0,2.0,,,3.0,1.0,2.0,,,,2.0,,1.0,,,,12,6.0,3.0,0.58,0.75
5000110000000001010707,63,1.0,4.0,3.0,6.0,10.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,,6.0,3.0,1.0,1.0,2.0,,,,34,5.0,3.0,0.59,0.68
5000110000000001010708,60,2.0,,3.0,2.0,6.0,4.0,1.0,5.0,3.0,4.0,8.0,4.0,,9.0,6.0,,3.0,,,,,31,6.0,3.1,0.71,0.94
5000110000000001010709,34,,3.0,1.0,1.0,,1.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,,,,16,5.0,3.2,0.69,0.94
5000110000000001010710,60,2.0,3.0,2.0,4.0,1.0,4.0,5.0,8.0,2.0,6.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,,,,31,6.0,3.6,0.65,0.9
5000110000000001010711,52,3.0,3.0,3.0,4.0,1.0,3.0,6.0,5.0,4.0,4.0,2.0,4.0,,3.0,3.0,4.0,,,,,,25,6.0,3.7,0.68,0.8
5000110000000001010713,63,2.0,1.0,2.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,,30,6.0,3.7,0.73,0.77
5000110000000001010714,57,1.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,,,,31,6.0,3.6,0.35,0.52
5000110000000001010715,57,3.0,2.0,6.0,4.0,4.0,10.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,,6.0,1.0,,2.0,,,,24,6.0,3.1,0.71,0.83
5000110000000001010717,58,,4.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,5.0,7.0,5.0,3.0,3.0,4.0,1.0,,,,,33,6.0,4.6,0.55,0.67
5000110000000001010718,81,6.0,3.0,7.0,7.0,4.0,1.0,5.0,7.0,11.0,3.0,2.0,5.0,7.0,10.0,2.0,1.0,,,,,,29,6.0,4.1,0.79,0.83
5000110000000001010719,60,2.0,2.0,4.0,,9.0,6.0,3.0,4.0,2.0,7.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,,,,30,6.0,3.3,0.53,1.0
5000110000000001010720,66,1.0,3.0,5.0,5.0,2.0,4.0,7.0,2.0,5.0,4.0,7.0,3.0,,8.0,5.0,1.0,3.0,1.0,,,,33,5.0,3.9,0.67,0.91
5000110000000001010721,74,1.0,3.0,5.0,10.0,5.0,4.0,5.0,8.0,5.0,4.0,5.0,3.0,7.0,5.0,1.0,2.0,1.0,,,,,40,5.0,3.6,0.7,0.85
5000110000000001010722,93,4.0,5.0,10.0,6.0,7.0,5.0,8.0,12.0,7.0,2.0,2.0,6.0,7.0,5.0,2.0,3.0,,,2.0,,,35,5.0,4.0,0.71,0.83
5000110000000001010806,34,2.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,,1.0,2.0,6.0,3.0,2.0,2.0,,,,,,,20,7.0,4.0,0.4,0.55
5000110000000001010808,75,6.0,3.0,4.0,6.0,4.0,6.0,9.0,8.0,4.0,3.0,5.0,6.0,4.0,2.0,4.0,1.0,,,,,,41,6.0,3.8,0.49,0.66
5000110000000001010809,53,8.0,1.0,2.0,4.0,3.0,7.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,,1.0,,,,19,6.0,3.6,0.79,0.79
5000110000000001010810,57,2.0,3.0,3.0,3.0,5.0,4.0,4.0,6.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,,1.0,,1.0,,27,6.0,3.7,0.56,0.67
5000110000000001010812,70,3.0,,6.0,3.0,5.0,2.0,6.0,,9.0,1.0,1.0,4.0,6.0,7.0,5.0,7.0,5.0,,,,,34,6.0,4.0,0.76,0.79
5000110000000001010814,44,,2.0,3.0,6.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,,,,,25,6.0,3.8,0.44,0.64
5000110000000001010815,61,4.0,1.0,3.0,3.0,7.0,2.0,6.0,4.0,6.0,7.0,3.0,2.0,3.0,3.0,4.0,2.0,,1.0,,,,35,6.0,3.8,0.63,0.69
5000110000000001010816,85,3.0,4.0,6.0,4.0,10.0,4.0,6.0,5.0,5.0,7.0,4.0,6.0,7.0,4.0,2.0,4.0,3.0,1.0,,,,34,5.0,3.6,0.59,0.94
5000110000000001010818,74,3.0,1.0,2.0,2.0,8.0,9.0,4.0,4.0,3.0,8.0,7.0,5.0,6.0,3.0,1.0,1.0,5.0,2.0,,,,33,6.0,3.7,0.67,0.97
5000110000000001010819,160,6.0,10.0,9.0,16.0,14.0,14.0,3.0,8.0,15.0,9.0,9.0,15.0,14.0,7.0,2.0,6.0,,3.0,,,,63,6.0,3.8,0.84,0.95
5000110000000001010820,31,1.0,3.0,,6.0,3.0,2.0,,3.0,3.0,4.0,1.0,3.0,2.0,,,,,,,,,11,6.0,4.5,0.82,1.0
5000110000000001010822,62,1.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,8.0,7.0,3.0,6.0,1.0,4.0,1.0,8.0,1.0,,,,,33,6.0,3.7,0.67,0.76
5000110000000001010823,149,9.0,5.0,7.0,11.0,9.0,14.0,10.0,11.0,10.0,11.0,5.0,15.0,9.0,7.0,5.0,6.0,2.0,1.0,2.0,,,70,5.0,3.3,0.63,0.86
5000110000000001010824,185,7.0,14.0,18.0,8.0,17.0,11.0,7.0,13.0,19.0,12.0,16.0,6.0,10.0,11.0,8.0,4.0,3.0,,,1.0,,99,6.0,4.0,0.6,0.65
5000110000000001010826,53,3.0,5.0,1.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,,,,,,1.0,,31,6.0,3.7,0.48,0.65
5000110000000001010827,31,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,3.0,1.0,,1.0,,1.0,,,14,4.0,3.4,0.36,0.64
5000110000000001010905,35,2.0,1.0,2.0,3.0,4.0,4.0,,4.0,2.0,3.0,2.0,2.0,,1.0,1.0,,2.0,2.0,,,,16,5.0,3.3,0.63,0.69
5000110000000001010906,56,1.0,4.0,4.0,5.0,7.0,5.0,2.0,5.0,,4.0,2.0,10.0,,2.0,3.0,,2.0,,,,,40,5.0,2.8,0.43,0.6
5000110000000001010907,33,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,7.0,1.0,,,1.0,,,,22,6.0,3.9,0.45,0.68
5000110000000001010908,55,2.0,3.0,6.0,2.0,4.0,2.0,6.0,4.0,3.0,5.0,8.0,4.0,1.0,2.0,2.0,1.0,,,,,,35,5.0,3.8,0.46,0.54
5000110000000001010910,49,1.0,1.0,4.0,4.0,4.0,7.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,1.0,,2.0,,,,,,22,5.0,3.0,0.68,1.0
5000110000000001010911,160,10.0,8.0,13.0,10.0,15.0,11.0,17.0,18.0,6.0,9.0,9.0,12.0,1.0,7.0,1.0,8.0,3.0,1.0,1.0,,,68,5.0,2.6,0.5,0.81
5000110000000001010912,68,2.0,4.0,3.0,2.0,3.0,8.0,12.0,6.0,4.0,6.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,,,35,4.0,3.0,0.6,1.0
5000110000000001010913,204,13.0,12.0,13.0,35.0,24.0,13.0,17.0,16.0,17.0,11.0,8.0,8.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,,,95,5.0,2.5,0.58,0.86
5000110000000001020102,174,11.0,10.0,4.0,11.0,13.0,13.0,12.0,11.0,14.0,15.0,14.0,14.0,9.0,14.0,3.0,5.0,,,1.0,,,97,6.0,4.2,0.65,0.77
5000110000000001020103,54,1.0,2.0,5.0,4.0,5.0,7.0,5.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,,,,1.0,,20,6.0,3.6,0.65,0.8
5000110000000001020104,133,2.0,9.0,5.0,9.0,10.0,11.0,8.0,7.0,8.0,13.0,15.0,16.0,4.0,7.0,4.0,1.0,,1.0,2.0,1.0,,59,5.0,3.6,0.68,0.92
5000110000000001020105,112,8.0,4.0,4.0,10.0,9.0,13.0,5.0,5.0,5.0,12.0,9.0,7.0,4.0,2.0,7.0,6.0,2.0,,,,,54,5.0,3.2,0.54,0.67
5000110000000001020106,119,5.0,12.0,10.0,10.0,8.0,16.0,8.0,5.0,11.0,8.0,11.0,4.0,2.0,5.0,1.0,2.0,1.0,,,,,60,4.0,2.9,0.4,0.67
5000110000000001020110,94,3.0,1.0,8.0,8.0,6.0,6.0,6.0,12.0,5.0,6.0,5.0,4.0,9.0,4.0,1.0,2.0,4.0,3.0,1.0,,,35,4.0,2.9,0.54,0.97
