codigo_manzana,total_pob,cuenta_1,cuenta_2,cuenta_3,cuenta_4,cuenta_5,cuenta_6,cuenta_7,cuenta_8,cuenta_9,cuenta_10,cuenta_11,cuenta_12,cuenta_13,cuenta_14,cuenta_15,cuenta_16,cuenta_17,cuenta_18,cuenta_19,cuenta_20,cuenta_21,cantidad_casas,educacion_mas_alta,estrato,porcentaje_internet,porcentaje_luz
5000110000000004030606,113,7.0,4.0,12.0,12.0,10.0,7.0,11.0,12.0,6.0,8.0,13.0,6.0,,2.0,2.0,,1.0,,,,,41,5.0,2.9,0.56,0.8
5000110000000004030607,108,9.0,7.0,5.0,12.0,10.0,11.0,6.0,7.0,11.0,6.0,9.0,6.0,6.0,,2.0,1.0,,,,,,40,5.0,3.0,0.68,0.9
5000110000000004030608,88,6.0,1.0,10.0,15.0,5.0,8.0,6.0,8.0,7.0,6.0,6.0,3.0,2.0,1.0,2.0,2.0,,,,,,35,5.0,3.0,0.57,0.8
5000110000000004030609,94,4.0,12.0,4.0,10.0,9.0,9.0,9.0,6.0,8.0,8.0,6.0,5.0,1.0,,,,3.0,,,,,33,5.0,3.0,0.76,0.85
5000110000000004030610,97,5.0,7.0,7.0,5.0,10.0,9.0,9.0,4.0,12.0,8.0,3.0,3.0,6.0,6.0,1.0,2.0,,,,,,31,5.0,3.0,0.9,0.97
5000110000000004030613,264,16.0,26.0,24.0,17.0,19.0,22.0,20.0,44.0,18.0,13.0,10.0,9.0,7.0,6.0,6.0,6.0,1.0,,,,,104,5.0,2.9,0.63,0.86
5000110000000004030614,265,11.0,17.0,28.0,18.0,24.0,25.0,18.0,25.0,15.0,26.0,21.0,10.0,11.0,8.0,2.0,3.0,1.0,2.0,,,,95,5.0,3.0,0.69,0.89
5000110000000004030615,79,2.0,7.0,2.0,8.0,11.0,6.0,7.0,3.0,5.0,5.0,7.0,9.0,6.0,,,1.0,,,,,,21,3.0,2.2,0.38,0.95
5000110000000004030616,199,14.0,12.0,15.0,14.0,10.0,19.0,22.0,19.0,19.0,10.0,13.0,7.0,6.0,7.0,6.0,4.0,1.0,,1.0,,,113,6.0,2.9,0.48,0.6
5000110000000004030618,269,12.0,16.0,20.0,27.0,27.0,21.0,22.0,18.0,20.0,18.0,29.0,15.0,11.0,4.0,2.0,3.0,2.0,2.0,,,,101,6.0,3.8,0.7,0.89
5000110000000004030701,15,1.0,,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,18,6.0,1.9,0.28,0.5
5000110000000004030702,40,2.0,5.0,6.0,1.0,5.0,5.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,,,,,,,,,21,4.0,2.0,0.33,0.62
5000110000000004030703,100,6.0,8.0,8.0,5.0,10.0,14.0,5.0,4.0,8.0,14.0,,7.0,4.0,3.0,1.0,2.0,1.0,,,,,42,4.0,1.7,0.19,0.81
5000110000000004030704,55,6.0,8.0,7.0,4.0,5.0,6.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,17,3.0,1.1,0.29,0.76
5000110000000004030705,23,3.0,5.0,1.0,2.0,,2.0,3.0,1.0,1.0,,2.0,,1.0,2.0,,,,,,,,6,3.0,1.0,0.17,1.0
5000110000000004030706,104,9.0,10.0,8.0,5.0,10.0,10.0,8.0,4.0,8.0,6.0,7.0,9.0,5.0,,3.0,1.0,1.0,,,,,35,3.0,1.3,0.29,0.83
5000110000000004030707,136,8.0,6.0,13.0,12.0,21.0,17.0,8.0,5.0,10.0,10.0,8.0,8.0,7.0,,,1.0,,2.0,,,,56,4.0,1.6,0.21,0.7
5000110000000004030708,104,10.0,12.0,9.0,6.0,9.0,11.0,8.0,9.0,2.0,6.0,5.0,4.0,5.0,,3.0,,3.0,2.0,,,,49,3.0,1.4,0.22,0.67
5000110000000004030709,77,5.0,5.0,13.0,10.0,6.0,6.0,5.0,8.0,7.0,5.0,2.0,1.0,3.0,,,,,,,1.0,,27,3.0,1.2,0.15,0.67
5000110000000004030711,47,7.0,3.0,4.0,3.0,8.0,2.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,,1.0,1.0,,,,,,23,3.0,1.6,0.13,0.52
5000110000000004030712,237,24.0,23.0,22.0,18.0,30.0,21.0,15.0,17.0,15.0,10.0,15.0,12.0,5.0,2.0,6.0,1.0,,1.0,,,,82,3.0,1.5,0.32,0.71
5000110000000004030713,50,4.0,7.0,6.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,18,3.0,1.5,0.39,0.67
5000110000000004030714,36,3.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,,,,31,4.0,1.8,0.16,0.39
5000110000000004030715,71,4.0,3.0,2.0,7.0,8.0,7.0,4.0,3.0,6.0,2.0,4.0,5.0,3.0,3.0,,2.0,7.0,1.0,,,,35,3.0,1.8,0.23,0.66
5000110000000004030716,98,6.0,6.0,12.0,11.0,9.0,9.0,8.0,8.0,3.0,7.0,4.0,4.0,5.0,3.0,3.0,,,,,,,49,4.0,1.9,0.37,0.69
5000110000000004030717,36,6.0,2.0,2.0,3.0,1.0,4.0,3.0,6.0,1.0,,2.0,3.0,,2.0,1.0,,,,,,,15,4.0,2.0,0.27,0.67
5000110000000004030718,59,3.0,2.0,6.0,3.0,4.0,6.0,3.0,3.0,3.0,9.0,4.0,1.0,5.0,4.0,2.0,1.0,,,,,,28,3.0,1.7,0.25,0.68
5000110000000004030719,59,7.0,5.0,6.0,4.0,7.0,7.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,,1.0,,1.0,,,,22,3.0,1.3,0.23,0.64
5000110000000004030721,59,3.0,4.0,8.0,6.0,7.0,7.0,1.0,4.0,4.0,6.0,5.0,2.0,1.0,1.0,,,,,,,,28,4.0,1.5,0.32,0.54
5000110000000004030722,87,7.0,9.0,5.0,11.0,13.0,10.0,5.0,6.0,5.0,4.0,2.0,5.0,2.0,,1.0,1.0,1.0,,,,,39,3.0,1.3,0.1,0.56
5000110000000004030723,98,10.0,5.0,11.0,4.0,12.0,13.0,7.0,7.0,8.0,7.0,6.0,5.0,,1.0,1.0,,1.0,,,,,49,4.0,1.5,0.24,0.65
5000110000000004030724,208,14.0,12.0,21.0,22.0,26.0,24.0,11.0,11.0,11.0,19.0,11.0,15.0,3.0,2.0,4.0,,2.0,,,,,79,3.0,1.1,0.22,0.7
5000110000000004030725,29,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,,,2.0,1.0,1.0,,,1.0,,,,12,3.0,1.0,0.42,0.58
5000110000000004030726,54,9.0,3.0,6.0,4.0,4.0,3.0,3.0,9.0,2.0,,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,23,3.0,1.3,0.17,0.48
5000110000000004030727,57,3.0,9.0,6.0,5.0,3.0,6.0,3.0,6.0,4.0,2.0,5.0,1.0,,1.0,3.0,,,,,,,33,3.0,1.4,0.15,0.48
5000110000000004030728,87,8.0,5.0,9.0,10.0,12.0,10.0,3.0,7.0,2.0,5.0,5.0,2.0,3.0,5.0,,1.0,,,,,,33,3.0,1.3,0.15,0.67
5000110000000004030729,23,1.0,1.0,3.0,4.0,2.0,,2.0,,1.0,2.0,2.0,,1.0,2.0,2.0,,,,,,,10,4.0,1.6,0.4,0.7
5000110000000004030730,26,,1.0,1.0,3.0,2.0,3.0,,2.0,3.0,1.0,5.0,2.0,,,,,1.0,,2.0,,,11,4.0,1.8,0.27,0.82
5000110000000004030732,24,1.0,,1.0,5.0,2.0,1.0,1.0,2.0,2.0,,2.0,3.0,,,2.0,1.0,,1.0,,,,12,3.0,1.6,0.33,0.67
5000110000000004030733,46,4.0,2.0,7.0,4.0,2.0,3.0,6.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,13,3.0,1.5,0.38,0.85
5000110000000004030734,105,11.0,11.0,11.0,6.0,14.0,12.0,4.0,7.0,7.0,9.0,5.0,3.0,1.0,1.0,1.0,2.0,,,,,,39,3.0,1.2,0.1,0.74
5000110000000004040101,307,22.0,21.0,36.0,27.0,31.0,21.0,23.0,31.0,19.0,16.0,14.0,16.0,8.0,10.0,6.0,3.0,2.0,1.0,,,,135,3.0,1.8,0.21,0.7
5000110000000004040102,14,,4.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,6,3.0,2.5,0.17,0.67
5000110000000004040103,34,3.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,,,1.0,,,,16,4.0,2.1,0.31,0.63
5000110000000004040104,28,1.0,,1.0,2.0,3.0,2.0,2.0,,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,,,,19,4.0,2.1,0.26,0.58
5000110000000004040105,50,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,,1.0,2.0,2.0,1.0,2.0,,,,,,23,5.0,1.9,0.35,0.61
5000110000000004040106,40,2.0,2.0,5.0,1.0,2.0,6.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,,1.0,,1.0,,,,,27,4.0,1.8,0.15,0.44
5000110000000004040107,49,4.0,2.0,3.0,5.0,7.0,4.0,7.0,,2.0,3.0,1.0,6.0,2.0,3.0,,,,,,,,28,4.0,1.8,0.29,0.61
5000110000000004040108,37,2.0,1.0,4.0,3.0,3.0,4.0,3.0,6.0,2.0,1.0,4.0,,,3.0,,,1.0,,,,,14,4.0,2.0,0.57,0.79
5000110000000004040109,54,3.0,5.0,7.0,3.0,4.0,9.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,,1.0,,,,,,16,4.0,2.0,0.19,0.75
5000110000000004040110,39,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,,,1.0,,,,,,21,4.0,1.9,0.43,0.52
5000110000000004040111,37,2.0,1.0,1.0,7.0,2.0,2.0,5.0,3.0,2.0,,1.0,6.0,3.0,,,1.0,,,1.0,,,19,4.0,2.0,0.53,0.68
5000110000000004040112,38,,5.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,,,,,,,,19,4.0,2.2,0.21,0.63
5000110000000004040201,75,2.0,10.0,6.0,3.0,7.0,8.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,3.0,,1.0,,,,,,29,4.0,2.1,0.38,0.62
5000110000000004040202,96,10.0,5.0,9.0,7.0,8.0,7.0,11.0,5.0,6.0,4.0,7.0,4.0,4.0,2.0,4.0,1.0,1.0,,1.0,,,39,4.0,2.1,0.51,0.87
5000110000000004040203,46,8.0,5.0,1.0,1.0,1.0,7.0,3.0,6.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,,,,,,,22,5.0,2.1,0.32,0.68
5000110000000004040204,56,1.0,3.0,2.0,2.0,4.0,10.0,5.0,2.0,1.0,3.0,9.0,5.0,4.0,,3.0,1.0,,1.0,,,,24,4.0,2.1,0.42,0.67
5000110000000004040206,42,2.0,3.0,2.0,3.0,6.0,1.0,4.0,1.0,5.0,3.0,2.0,4.0,2.0,3.0,,,1.0,,,,,20,4.0,1.9,0.2,0.45
5000110000000004040207,44,5.0,5.0,3.0,2.0,3.0,3.0,2.0,7.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,1.0,,21,4.0,2.2,0.33,0.57
5000110000000004040208,111,7.0,8.0,8.0,13.0,11.0,8.0,10.0,4.0,6.0,14.0,3.0,7.0,7.0,2.0,1.0,2.0,,,,,,45,4.0,2.1,0.44,0.84
5000110000000004040210,57,10.0,4.0,3.0,3.0,6.0,5.0,7.0,3.0,1.0,4.0,5.0,3.0,,1.0,1.0,,1.0,,,,,28,4.0,1.8,0.18,0.75
5000110000000004040211,105,9.0,9.0,5.0,10.0,12.0,13.0,7.0,5.0,7.0,5.0,10.0,4.0,2.0,4.0,,2.0,,,1.0,,,51,4.0,2.4,0.31,0.78
5000110000000004040216,74,7.0,5.0,8.0,6.0,4.0,6.0,3.0,10.0,8.0,7.0,,,1.0,4.0,1.0,4.0,,,,,,28,4.0,2.5,0.61,0.82
5000110000000004040217,46,2.0,2.0,8.0,5.0,2.0,1.0,3.0,4.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,24,4.0,2.9,0.58,0.71
5000110000000004040219,54,4.0,1.0,2.0,5.0,8.0,5.0,2.0,1.0,4.0,5.0,7.0,5.0,,1.0,1.0,3.0,,,,,,36,5.0,3.0,0.28,0.53
5000110000000004040220,71,5.0,9.0,4.0,4.0,6.0,13.0,7.0,6.0,4.0,6.0,1.0,,2.0,2.0,1.0,,1.0,,,,,38,5.0,2.9,0.39,0.58
5000110000000004040221,55,5.0,3.0,1.0,3.0,11.0,8.0,6.0,3.0,5.0,3.0,2.0,3.0,,1.0,,,,1.0,,,,22,5.0,2.8,0.59,0.73
5000110000000004040222,82,4.0,3.0,5.0,9.0,8.0,7.0,10.0,10.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,2.0,,1.0,,,,31,4.0,2.0,0.32,0.77
5000110000000004040223,124,12.0,7.0,8.0,8.0,13.0,10.0,9.0,12.0,5.0,7.0,8.0,9.0,6.0,2.0,2.0,4.0,2.0,,,,,45,4.0,2.3,0.47,0.82
5000110000000004040302,46,2.0,1.0,,3.0,11.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,,,,,25,3.0,1.1,0.12,0.92
5000110000000004040303,84,6.0,4.0,7.0,7.0,7.0,13.0,6.0,2.0,4.0,6.0,8.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,,,,28,3.0,1.0,0.11,0.71
5000110000000004040305,54,5.0,5.0,6.0,9.0,7.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,,,2.0,,,2.0,1.0,,,21,3.0,1.0,,0.67
5000110000000004040318,81,8.0,7.0,8.0,4.0,4.0,11.0,13.0,1.0,4.0,3.0,6.0,2.0,5.0,1.0,2.0,1.0,1.0,,,,,32,3.0,1.0,0.13,0.75
5000110000000004040319,78,8.0,10.0,9.0,6.0,12.0,6.0,3.0,5.0,6.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,30,3.0,1.1,0.13,0.57
5000110000000004040320,23,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,19,3.0,1.0,,0.79
5000110000000004040321,37,2.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,7.0,2.0,2.0,,,1.0,,1.0,,,,33,3.0,1.1,0.09,0.67
5000110000000004040322,107,11.0,12.0,10.0,9.0,13.0,11.0,8.0,6.0,8.0,6.0,3.0,4.0,2.0,2.0,,,2.0,,,,,41,3.0,1.0,0.2,0.88
5000110000000004040323,74,3.0,6.0,3.0,16.0,6.0,9.0,3.0,1.0,4.0,5.0,7.0,5.0,4.0,1.0,,,1.0,,,,,36,3.0,1.0,0.11,0.86
5000110000000004040325,56,3.0,5.0,3.0,6.0,2.0,6.0,1.0,5.0,1.0,6.0,7.0,3.0,,3.0,5.0,,,,,,,42,3.0,1.1,0.12,0.52
5000110000000004040326,98,9.0,9.0,7.0,10.0,10.0,8.0,5.0,10.0,8.0,4.0,5.0,7.0,2.0,,3.0,1.0,,,,,,48,3.0,1.1,0.21,0.67
5000110000000004040327,121,12.0,6.0,8.0,9.0,10.0,14.0,12.0,7.0,6.0,8.0,7.0,9.0,4.0,2.0,6.0,,,1.0,,,,52,3.0,1.2,0.13,0.65
5000110000000004040328,90,6.0,8.0,7.0,8.0,10.0,8.0,4.0,10.0,5.0,5.0,5.0,4.0,4.0,3.0,,3.0,,,,,,40,3.0,1.2,0.08,0.65
5000110000000004040329,70,7.0,5.0,6.0,12.0,5.0,8.0,5.0,6.0,3.0,8.0,1.0,2.0,1.0,,1.0,,,,,,,36,3.0,1.4,0.17,0.56
5000110000000004040330,22,3.0,2.0,1.0,1.0,,2.0,5.0,5.0,,,1.0,1.0,,,,1.0,,,,,,8,6.0,2.0,0.75,1.0
5000110000000004040331,13,,1.0,,,5.0,2.0,1.0,,,3.0,,1.0,,,,,,,,,,10,3.0,1.0,,0.8
5000110000000004040332,50,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,3.0,5.0,,1.0,,,,,,,,23,3.0,1.0,0.04,0.65
5000110000000004040333,104,11.0,11.0,7.0,9.0,8.0,10.0,8.0,10.0,7.0,8.0,5.0,3.0,3.0,1.0,,1.0,,1.0,,1.0,,35,3.0,1.6,0.4,0.86
5000110000000004040335,93,9.0,5.0,6.0,6.0,9.0,10.0,14.0,7.0,5.0,3.0,3.0,4.0,3.0,6.0,2.0,1.0,,,,,,38,4.0,1.2,0.26,0.79
5000110000000004040336,61,4.0,2.0,9.0,6.0,3.0,6.0,8.0,8.0,3.0,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,,,,,40,4.0,1.8,0.2,0.53
5000110000000004040337,52,3.0,5.0,8.0,6.0,5.0,1.0,2.0,7.0,4.0,1.0,3.0,4.0,2.0,,,,,1.0,,,,17,3.0,1.0,0.35,0.76
5000110000000004040338,54,2.0,7.0,5.0,4.0,8.0,1.0,11.0,4.0,2.0,2.0,2.0,,4.0,1.0,,1.0,,,,,,23,3.0,1.1,0.35,0.65
5000110000000004040339,38,4.0,4.0,5.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,,,,,1.0,,,,16,3.0,1.0,,0.63
5000110000000004040340,50,2.0,6.0,4.0,4.0,3.0,6.0,5.0,4.0,4.0,1.0,4.0,5.0,,2.0,,,,,,,,42,4.0,1.8,0.05,0.38
5000110000000004040341,34,3.0,3.0,4.0,4.0,6.0,,1.0,4.0,1.0,,2.0,1.0,1.0,4.0,,,,,,,,15,3.0,1.0,0.13,0.73
5000110000000004040342,57,5.0,6.0,2.0,9.0,3.0,6.0,3.0,4.0,5.0,5.0,4.0,2.0,,1.0,1.0,1.0,,,,,,24,3.0,1.0,0.04,0.79
5000110000000004040343,82,7.0,7.0,11.0,13.0,4.0,5.0,6.0,7.0,4.0,5.0,5.0,2.0,,1.0,1.0,1.0,1.0,,2.0,,,24,3.0,1.0,0.04,0.92
5000110000000004040345,27,3.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,10,3.0,1.0,0.3,0.8
5000110000000004040347,17,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,3.0,,1.0,,,,1.0,,,,,,7,3.0,1.2,0.29,0.86
5000110000000004040348,36,3.0,7.0,4.0,2.0,2.0,1.0,3.0,,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,16,3.0,1.2,0.06,0.69
5000110000000004040350,14,1.0,,,3.0,3.0,1.0,1.0,1.0,,,1.0,2.0,,,,1.0,,,,,,10,3.0,1.0,0.1,0.8
5000110000000004040353,7,,,1.0,,1.0,,2.0,1.0,,1.0,,,,,,,1.0,,,,,5,1.0,1.0,,0.8
5000110000000004040354,14,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,6,3.0,1.0,0.17,0.67
5000110000000004040356,6,,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,10,3.0,1.0,,0.4
5000110000000004040357,12,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,,4,2.0,1.0,0.25,1.0
5000110000000004040358,74,8.0,7.0,3.0,3.0,11.0,16.0,8.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,,,,,,,,37,3.0,1.1,0.11,0.73
5000110000000004040359,26,2.0,,1.0,4.0,2.0,4.0,3.0,3.0,,2.0,3.0,,1.0,,,1.0,,,,,,23,3.0,1.0,,0.65
5000110000000004040360,40,4.0,5.0,6.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,,,1.0,,,,,,,23,3.0,1.0,0.04,0.43
5000110000000004040361,12,1.0,,1.0,1.0,,2.0,2.0,,2.0,,1.0,2.0,,,,,,,,,,12,3.0,1.0,0.08,0.58
5000110000000004040362,32,6.0,1.0,5.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,15,4.0,1.0,0.13,0.67
5000110000000004040363,84,6.0,6.0,6.0,8.0,8.0,5.0,5.0,6.0,7.0,1.0,6.0,3.0,4.0,8.0,,1.0,4.0,,,,,34,3.0,1.0,0.12,0.85
5000110000000004040364,58,8.0,9.0,3.0,4.0,6.0,5.0,8.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,,2.0,,,,,,17,3.0,1.1,0.24,0.82
5000110000000004040365,25,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,,,1.0,,1.0,,,,,,10,4.0,1.0,0.2,0.8
5000110000000004040366,254,25.0,18.0,27.0,24.0,22.0,24.0,27.0,17.0,9.0,10.0,15.0,13.0,12.0,2.0,2.0,4.0,1.0,1.0,1.0,,,82,3.0,1.1,0.26,0.9
5000110000000004040367,126,9.0,13.0,8.0,12.0,10.0,11.0,9.0,11.0,3.0,7.0,7.0,4.0,8.0,4.0,5.0,2.0,2.0,,1.0,,,34,3.0,1.0,0.09,0.91
5000110000000004040368,115,9.0,13.0,5.0,6.0,8.0,15.0,6.0,7.0,4.0,8.0,10.0,8.0,4.0,5.0,3.0,1.0,2.0,1.0,,,,56,3.0,1.1,0.18,0.64
5000110000000004040369,202,13.0,17.0,17.0,23.0,7.0,18.0,41.0,35.0,10.0,12.0,3.0,1.0,2.0,1.0,1.0,,1.0,,,,,114,5.0,2.0,0.44,0.82
5000110000000004040371,55,10.0,5.0,4.0,,1.0,9.0,7.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,,,,,1.0,,,30,4.0,1.9,0.2,0.53
5000110000000004040372,69,4.0,6.0,8.0,6.0,9.0,11.0,7.0,3.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,44,4.0,2.1,0.14,0.52
5000110000000004040373,76,2.0,8.0,8.0,8.0,3.0,8.0,5.0,12.0,5.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,,,,,,37,4.0,2.0,0.22,0.7
5000110000000004040374,23,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,,,2.0,,1.0,1.0,5.0,,,,,,,12,4.0,2.0,0.33,0.67
5000110000000004040375,35,1.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,6.0,,,,,2.0,3.0,,,,,,,21,5.0,2.3,0.1,0.52
5000110000000004040376,23,2.0,5.0,,3.0,1.0,2.0,3.0,2.0,,3.0,1.0,,1.0,,,,,,,,,13,3.0,2.0,0.15,0.46
5000110000000004040377,29,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,,3.0,,,1.0,,1.0,,,,,8,4.0,1.0,0.25,0.88
5000110000000004040378,60,6.0,6.0,4.0,1.0,7.0,12.0,5.0,4.0,3.0,5.0,5.0,,1.0,,1.0,,,,,,,19,3.0,1.2,0.05,0.68
5000110000000004040403,84,8.0,12.0,6.0,11.0,9.0,2.0,3.0,7.0,7.0,6.0,2.0,1.0,4.0,2.0,3.0,,,1.0,,,,39,3.0,1.1,0.05,0.74
5000110000000004040404,29,2.0,1.0,9.0,2.0,,,2.0,4.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,12,3.0,1.0,,0.67
5000110000000004040406,45,5.0,4.0,3.0,5.0,4.0,3.0,,4.0,4.0,8.0,2.0,,1.0,1.0,1.0,,,,,,,22,3.0,1.0,0.09,0.55
5000110000000004040407,37,4.0,1.0,5.0,4.0,6.0,2.0,,4.0,2.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,16,3.0,1.0,0.06,0.69
5000110000000004040408,130,13.0,16.0,9.0,8.0,19.0,10.0,8.0,6.0,4.0,10.0,9.0,10.0,1.0,2.0,2.0,2.0,1.0,,,,,48,3.0,1.0,0.06,0.79
5000110000000004040409,117,10.0,8.0,18.0,13.0,7.0,13.0,13.0,4.0,3.0,11.0,7.0,3.0,3.0,2.0,1.0,1.0,,,,,,37,3.0,1.0,0.24,0.73
5000110000000004040410,66,7.0,6.0,6.0,3.0,9.0,5.0,3.0,4.0,2.0,7.0,2.0,6.0,2.0,2.0,2.0,,,,,,,25,3.0,1.1,0.12,0.76
5000110000000004040413,23,1.0,1.0,1.0,2.0,4.0,3.0,2.0,,,2.0,2.0,1.0,1.0,,,2.0,1.0,,,,,19,3.0,1.0,,0.37
5000110000000004040414,26,3.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,12,2.0,1.0,,0.67
5000110000000004040415,22,2.0,3.0,1.0,,2.0,2.0,2.0,,1.0,1.0,3.0,,2.0,,3.0,,,,,,,15,3.0,1.0,0.13,0.47
5000110000000004040416,17,,2.0,2.0,1.0,,1.0,2.0,,,2.0,2.0,1.0,2.0,,2.0,,,,,,,7,3.0,1.0,,0.71
5000110000000004040417,13,,,,,3.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,12,5.0,1.0,,0.67
5000110000000004040419,22,2.0,4.0,1.0,2.0,1.0,,1.0,2.0,,3.0,1.0,1.0,1.0,,,1.0,,2.0,,,,11,2.0,1.0,,0.73
5000110000000004040420,30,2.0,,,1.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,,1.0,,1.0,,,,,,27,5.0,1.0,,0.7
5000110000000004040421,98,9.0,7.0,11.0,16.0,7.0,11.0,6.0,9.0,8.0,4.0,3.0,1.0,2.0,,1.0,2.0,,1.0,,,,38,3.0,1.1,0.08,0.76
5000110000000004040422,18,3.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,2.0,1.0,1.0,,,,,,,1.0,,14,3.0,1.0,0.07,0.57
5000110000000004040423,63,9.0,8.0,4.0,7.0,9.0,6.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,,,1.0,,1.0,,,,16,3.0,1.0,0.06,0.94
5000110000000004040424,80,4.0,13.0,10.0,9.0,3.0,8.0,9.0,8.0,6.0,1.0,,2.0,2.0,1.0,3.0,1.0,,,,,,30,3.0,1.0,0.1,0.8
5000110000000004040425,90,9.0,8.0,5.0,9.0,9.0,7.0,8.0,3.0,2.0,5.0,5.0,4.0,6.0,5.0,2.0,1.0,2.0,,,,,35,3.0,1.0,0.11,0.86
5000110000000004040426,47,1.0,4.0,6.0,5.0,3.0,6.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,,1.0,3.0,,,,,,18,2.0,1.0,0.11,0.89
5000110000000004040427,19,1.0,,,,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,,11,3.0,1.0,,0.82
5000110000000004040428,81,8.0,4.0,9.0,16.0,6.0,7.0,6.0,7.0,3.0,3.0,5.0,1.0,,4.0,2.0,,,,,,,27,3.0,1.0,0.22,0.96
5000110000000004040429,58,1.0,2.0,6.0,12.0,9.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,1.0,,,3.0,,,,,,27,4.0,1.0,0.07,0.78
5000110000000004040430,64,4.0,7.0,5.0,9.0,7.0,6.0,4.0,2.0,3.0,3.0,6.0,3.0,2.0,,2.0,,,1.0,,,,40,3.0,1.0,0.05,0.45
5000110000000004040431,41,1.0,3.0,7.0,5.0,5.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,,2.0,,,,,,,16,3.0,1.1,0.06,0.69
